# MiD 2023 monatliches HH-Nettoeinkommen x oekonomischer Status x Region.
# Generated by scripts/extract_mid_income_by_status.py from
# mid2023_income_by_status_bundesland.xlsx (sheet 'MiD Tabellen').
# share_pct = P(income_bracket | status, region) in percent (a status
# column sums to ~100 over brackets); base_weighted = weighted household
# base of the (status, region) cell. Bracket EUR bounds: see
# mid2023_income_bracket_bounds_eur.csv (top bracket 'over_7000' is open).
region,status,income_bracket,share_pct,base_weighted
schleswig_holstein,medium,900_1500,0.0,2371.0
schleswig_holstein,medium,over_7000,0.0,2371.0
schleswig_holstein,medium,under_500,0.0,2371.0
schleswig_holstein,very_high,1500_2000,0.0,1055.0
schleswig_holstein,very_high,2000_3000,0.0,1055.0
schleswig_holstein,very_high,3000_4000,0.0,1055.0
schleswig_holstein,very_high,4000_5000,2.0,1055.0
schleswig_holstein,very_high,5000_6000,10.0,1055.0
schleswig_holstein,very_high,500_900,0.0,1055.0
schleswig_holstein,very_high,6000_7000,35.0,1055.0
schleswig_holstein,very_high,900_1500,0.0,1055.0
schleswig_holstein,very_high,over_7000,53.0,1055.0
schleswig_holstein,very_high,under_500,0.0,1055.0
schleswig_holstein,very_low,1500_2000,10.0,773.0
schleswig_holstein,very_low,2000_3000,3.0,773.0
schleswig_holstein,very_low,3000_4000,0.0,773.0
schleswig_holstein,very_low,4000_5000,0.0,773.0
schleswig_holstein,very_low,5000_6000,0.0,773.0
schleswig_holstein,very_low,500_900,13.0,773.0
schleswig_holstein,very_low,6000_7000,0.0,773.0
schleswig_holstein,very_low,900_1500,73.0,773.0
schleswig_holstein,very_low,over_7000,0.0,773.0
schleswig_holstein,very_low,under_500,1.0,773.0
thueringen,high,1500_2000,0.0,1475.0
thueringen,high,2000_3000,0.0,1475.0
thueringen,high,3000_4000,25.0,1475.0
thueringen,high,4000_5000,38.0,1475.0
thueringen,high,5000_6000,26.0,1475.0
thueringen,high,500_900,0.0,1475.0
thueringen,high,6000_7000,11.0,1475.0
thueringen,high,900_1500,0.0,1475.0
thueringen,high,over_7000,0.0,1475.0
thueringen,high,under_500,0.0,1475.0
thueringen,low,1500_2000,49.0,1021.0
thueringen,low,2000_3000,48.0,1021.0
thueringen,low,3000_4000,3.0,1021.0
thueringen,low,4000_5000,0.0,1021.0
thueringen,low,5000_6000,0.0,1021.0
thueringen,low,500_900,0.0,1021.0
thueringen,low,6000_7000,0.0,1021.0
thueringen,low,900_1500,0.0,1021.0
thueringen,low,over_7000,0.0,1021.0
thueringen,low,under_500,0.0,1021.0
thueringen,medium,1500_2000,0.0,1973.0
thueringen,medium,2000_3000,60.0,1973.0
thueringen,medium,3000_4000,31.0,1973.0
thueringen,medium,4000_5000,8.0,1973.0
thueringen,medium,5000_6000,1.0,1973.0
thueringen,medium,500_900,0.0,1973.0
thueringen,medium,6000_7000,0.0,1973.0
thueringen,medium,900_1500,0.0,1973.0
thueringen,medium,over_7000,0.0,1973.0
thueringen,medium,under_500,0.0,1973.0
thueringen,very_high,1500_2000,0.0,361.0
thueringen,very_high,2000_3000,0.0,361.0
thueringen,very_high,3000_4000,0.0,361.0
thueringen,very_high,4000_5000,1.0,361.0
thueringen,very_high,5000_6000,9.0,361.0
thueringen,very_high,500_900,0.0,361.0
thueringen,very_high,6000_7000,38.0,361.0
thueringen,very_high,900_1500,0.0,361.0
thueringen,very_high,over_7000,53.0,361.0
thueringen,very_high,under_500,0.0,361.0
thueringen,very_low,1500_2000,14.0,814.0
thueringen,very_low,2000_3000,2.0,814.0
thueringen,very_low,3000_4000,0.0,814.0
thueringen,very_low,4000_5000,0.0,814.0
thueringen,very_low,5000_6000,0.0,814.0
thueringen,very_low,500_900,19.0,814.0
thueringen,very_low,6000_7000,0.0,814.0
thueringen,very_low,900_1500,63.0,814.0
thueringen,very_low,over_7000,0.0,814.0
thueringen,very_low,under_500,1.0,814.0
